Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Malawi,MWI,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5,3.5,3.5,3.5,3.5,3.166666667,3,2.833333333,2.666666667,3.16667
Malawi,MWI,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,3.5,3,3,3,3.5
Malawi,MWI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,2.5,2.5
Malawi,MWI,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.35,3.391666667,3.408333333,3.4,3.391666667,3.308333333,3.266666667,3.158333333,3.066666667,3.19167
Maldives,MDV,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4,4,4,4,3.5,4,4,4,4,4
Maldives,MDV,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4,4,4,4,4,4,4,4,4,4
Maldives,MDV,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4.5,3.5,3,3,3,2.5,2.5,2.5,2.5,2.5
Maldives,MDV,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.833333333,3,2.833333333,2.5,2.5,2.333333333,2.333333333,2.166666667,2.166666667,2.33333
Maldives,MDV,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,4,4,4,4,4.5,4,4,4,4
Maldives,MDV,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,4,4,4,4,4,4,3.5,3,3,3
Maldives,MDV,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,4,4,4,3.5,3,3,3,3,3,3
Maldives,MDV,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,2.5,2.5,2,2,2,2,1.5,1.5,1.5
Maldives,MDV,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4,4,4,4,4,4,4,4.5,4.5,4
Maldives,MDV,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3,3,2.5,2.5,2.5,2.5,2.5,2.5,3
Maldives,MDV,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.9,3.9,3.9,3.9,3.8,3.9,3.9,3.9,3.9,3.7
Maldives,MDV,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,4,4,4,4,4,4,4,4,4,4
Maldives,MDV,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,4,4,4,4,4,3.5,3.5,3.5,3,3
Maldives,MDV,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.6,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.2,3.2
Maldives,MDV,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,3,3,3,3,3,3,3,3,3
Maldives,MDV,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,4,4,4,4,3.5,3.5,3.5,3.5,3,3
Maldives,MDV,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,3.5
Maldives,MDV,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,4,4,4,3.8,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.66667
Maldives,MDV,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4
Maldives,MDV,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,2.5,2.5,2.5,3,3,3,3,3,3
Maldives,MDV,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.833333333,3.6,3.558333333,3.4,3.366666667,3.35,3.325,3.283333333,3.233333333,3.225
Mali,MLI,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Mali,MLI,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4.5,4.5,4.5,4.5,4.5,4,4,3.5,3.5,3.5
Mali,MLI,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,4.333333333,4.333333333,4.333333333,4.3,4.333333333,4.166666667,4.166666667,3.833333333,3.833333333,3.666666667
Mali,MLI,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,4,4,3.5,3.5,3.5
Mali,MLI,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,3,3,3,3,3,3,3
Mali,MLI,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4,4,4,4,4,4,4,4,4,3.5
Mali,MLI,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Mali,MLI,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4
Mali,MLI,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.4,3.4,3.5,3.4,3.4,3.5,3.6,3.2,3.2,3.3
Mali,MLI,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3,3.5,3,3,3,3.5,3.5,3.5,4
Mali,MLI,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3,2.5,2.5,2.5
Mali,MLI,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3,3,3
Mali,MLI,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3,3,3,3,2.5,2.5,2.5
Mali,MLI,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Mali,MLI,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4
Mali,MLI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Mali,MLI,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.708333333,3.683333333,3.708333333,3.7,3.658333333,3.641666667,3.641666667,3.383333333,3.383333333,3.366666667
Marshall Islands,MHL,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,3,3,3,3
Marshall Islands,MHL,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,2.5,2.5,2.5,2.5
Marshall Islands,MHL,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,2,2,2,2
Marshall Islands,MHL,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,2.333333333,2.333333333,2.333333333,2.33333
Marshall Islands,MHL,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,2.5,2.5,2.5,2.5
Marshall Islands,MHL,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,2,2,2,2
Marshall Islands,MHL,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,2.5,2.5,2,2
Marshall Islands,MHL,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,2,2,2,2
Marshall Islands,MHL,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,3,3,3,3
Marshall Islands,MHL,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,3,3,3,3
Marshall Islands,MHL,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,2.7,2.6,2.6,2.6
Marshall Islands,MHL,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,3,3,3,3
Marshall Islands,MHL,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,3.5,3.5,3.5,3.5
Marshall Islands,MHL,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,2.8,2.8,2.8,2.8
Marshall Islands,MHL,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,2.5,2.5,2.5,2.5
Marshall Islands,MHL,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,2,2,2,3
Marshall Islands,MHL,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,2.5,2,2,2
Marshall Islands,MHL,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,3,3,2.833333333,2.83333
Marshall Islands,MHL,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,4,4,4,4
Marshall Islands,MHL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,3.5,3.5,3.5,3.5
Marshall Islands,MHL,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,2.708333333,2.683333333,2.641666667,2.64167
Mauritania,MRT,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5
Mauritania,MRT,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3
Mauritania,MRT,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4,4,4,4,3.5,3.5,3,3,3,3
Mauritania,MRT,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.833333333,3.333333333,3.5,3.5,3.166666667,3.333333333,3.333333333,3.333333333,3.5,3.666666667
Mauritania,MRT,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4
Mauritania,MRT,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4
Mauritania,MRT,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Mauritania,MRT,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2.5,3,3,3,2.5,3,3.5,3.5,3.5,4
Mauritania,MRT,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,4,4,4,4,4,4,4,4
Mauritania,MRT,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,2,3,3.5,3.5,3.5,3.5,3.5,3.5,4,4
Mauritania,MRT,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.4,3.4,3.5,3.5,3.4,3.2,3.3,3.3,3.4,3.5
Mauritania,MRT,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,3.5,3.5,3,3,3,2.5,3,3
Mauritania,MRT,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3,3,3,3,3,3,3,3,3,3
Mauritania,MRT,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.9,2.9,3,3,3,3,3,3.1,3.1,3.2
Mauritania,MRT,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2,2.5,2.5,3,3,3,3,3,3,3
Mauritania,MRT,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3,3,3,3,3,3,3
Mauritania,MRT,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3,3,3,3,2.5,2.5,2.5,2.5,3
Mauritania,MRT,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5,3.5,3.5,3.3,3.333333333,3.166666667,3.166666667,3.166666667,3.166666667,3.166666667
Mauritania,MRT,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4.5,4.5,4.5,4,4,4,4,4,4,4
Mauritania,MRT,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,3,2.5,2.5,2.5,2.5,2.5,2.5,3
Mauritania,MRT,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.158333333,3.283333333,3.375,3.3,3.225,3.175,3.2,3.225,3.291666667,3.383333333
"Micronesia, Fed. Sts.",FSM,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,3,3,3,3
"Micronesia, Fed. Sts.",FSM,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,2,2,2,2
"Micronesia, Fed. Sts.",FSM,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,2.5,2,2,2
"Micronesia, Fed. Sts.",FSM,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,2.5,2.333333333,2.333333333,2.5
"Micronesia, Fed. Sts.",FSM,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,3,3,3,3
"Micronesia, Fed. Sts.",FSM,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,3,3,3,3
"Micronesia, Fed. Sts.",FSM,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,2.5,2.5,2.5,2.5
"Micronesia, Fed. Sts.",FSM,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,2,2,2,2.5
"Micronesia, Fed. Sts.",FSM,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,2.5,2.5,2.5,2.5
"Micronesia, Fed. Sts.",FSM,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,3,3,3,3
"Micronesia, Fed. Sts.",FSM,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,2.7,2.7,2.7,2.7
"Micronesia, Fed. Sts.",FSM,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,3,3,3,3
"Micronesia, Fed. Sts.",FSM,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,3,3,3,3
"Micronesia, Fed. Sts.",FSM,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,2.8,2.9,2.9,2.9
"Micronesia, Fed. Sts.",FSM,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,2.5,2.5,2.5,2.5
"Micronesia, Fed. Sts.",FSM,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,2.5,2.5,2.5,3
"Micronesia, Fed. Sts.",FSM,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,2,2,2,2
"Micronesia, Fed. Sts.",FSM,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,2.833333333,2.833333333,2.833333333,2.83333
"Micronesia, Fed. Sts.",FSM,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,4,4,4,4
"Micronesia, Fed. Sts.",FSM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,3,3.5,3.5,3.5
"Micronesia, Fed. Sts.",FSM,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,2.708333333,2.691666667,2.691666667,2.73333
Moldova,MDA,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4,4,4,4,4,4,4,4,4,4
Moldova,MDA,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3,4,4,4,4,4,4,4,4,4
Moldova,MDA,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.333333333,4,4,4,3.666666667,3.666666667,3.666666667,3.833333333,4,4
Moldova,MDA,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4
Moldova,MDA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3
Moldova,MDA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4.5,5,5,5,5,5,5,5,4.5,4.5
Moldova,MDA,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,4,4,4,3.5,3.5,3.5,4,4.5,4.5
Moldova,MDA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.8,3.9,3.9,3.9,3.9,4,4.1,4.1,4,4
Moldova,MDA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,3.5,3.5,3.5,4,4,4,4,4
Moldova,MDA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.2,3.2,3.4,3.5,3.4,3.4,3.5,3.5,3.6,3.5
Moldova,MDA,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.5,3.5,4,4,4,4,4,4,4,4
Moldova,MDA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3.5,3,3,3,3,3.5,3.5
Moldova,MDA,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.666666667,3.5,3.833333333,3.8,3.833333333,3.833333333,3.833333333,3.833333333,3.833333333,3.66667
Moldova,MDA,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5,3.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Moldova,MDA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3.5,3.5,3.5,3
Moldova,MDA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.5,3.65,3.783333333,3.8,3.7,3.725,3.775,3.816666667,3.858333333,3.79167
Mongolia,MNG,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,4,4,3.5,4,4,4,4
Mongolia,MNG,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3,3,3,3,3,3.5,4,4,3.5,3
Mongolia,MNG,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.5,3.333333333,3.166666667,2.8,3.166666667,3.333333333,3.5,3.333333333,3,2.66667
Mongolia,MNG,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,2.5,2,2.5,2.5,2.5,2.5,2.5
Mongolia,MNG,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,3,3,2.5,3,3,3,2.5,2.5,2
Mongolia,MNG,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4
Mongolia,MNG,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4,4,3.5,3,3.5,3.5,3.5,3.5,3,3
Mongolia,MNG,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.3,3.2,3.4,3.5,3.5,3.4,3.6,3.7,3.7,3.7
Mongolia,MNG,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.5,2.5,3,3,3,3,3,3.5,3.5,3.5
Mongolia,MNG,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3,3,3,3,3,3,3.5,3,3,3
Mongolia,MNG,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3,3.3,3.4,3.3,3.4,3.4,3.5,3.4,3.4,3.3
Mongolia,MNG,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,4,4,4,4,4,4,3.5,3.5,3.5,3
Mongolia,MNG,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3
Mongolia,MNG,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.666666667,3.666666667,3.666666667,3.5,3.333333333,3.5,3.333333333,3.333333333,3.333333333,3.33333
Mongolia,MNG,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4,4
Mongolia,MNG,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,3,3,3,3,3.5,3.5,3.5,3.5
Mongolia,MNG,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.441666667,3.375,3.408333333,3.3,3.35,3.408333333,3.483333333,3.441666667,3.358333333,3.25
Mozambique,MOZ,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,4,3.5,3.5,4,4,4,4
Mozambique,MOZ,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3,3,3,3,3,3,3,3,3,3
Mozambique,MOZ,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4,4
Mozambique,MOZ,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,4.166666667,4.166666667,4.166666667,4.3,4.5,4.5,4.5,4.5,4.166666667,4.16667
Mozambique,MOZ,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,4,4,4,4,4,4,4,4
Mozambique,MOZ,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3
Mozambique,MOZ,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mozambique,MOZ,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4,4,4,4,4.5,4.5,4.5,4.5,4,4
Mozambique,MOZ,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mozambique,MOZ,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4,4,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Mozambique,MOZ,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.3,3.3,3.3,3.4,3.3,3.4,3.3,3.5,3.5,3.4
Mozambique,MOZ,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3,3,3,3,3.5,3,3.5,3.5,3.5
Mozambique,MOZ,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3,3,3,3,3,3,3,3,2.5,2.5
Mozambique,MOZ,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.2,3.1,3.3,3.3,3.4,3.4,3.4,3.4,3.3,3.3
Mozambique,MOZ,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.5,3.5,3.5,3.5,4,4,4,4,4,4
Mozambique,MOZ,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,2.5,3,3,3,3,3,3,3,3
Mozambique,MOZ,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,3,3,3,3,3,3,3.5,3.5,3
Mozambique,MOZ,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.166666667,3.5,3.666666667,3.7,3.666666667,3.666666667,3.5,3.5,3.5,3.5
Mozambique,MOZ,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4.5,4.5,4.5,4.5,4.5,4,4,4,4
Mozambique,MOZ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,3,3
Mozambique,MOZ,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.458333333,3.516666667,3.608333333,3.7,3.716666667,3.741666667,3.675,3.725,3.616666667,3.59167
